,sample_id,grn_n,grn_mean,grn_sd,red_n,red_mean,red_sd
315677,42705305,10,433,208,10,686,262
315680,42705321,14,965,210,14,13072,1477
315685,42705353,14,1132,398,14,23851,2288
315686,42705364,12,1566,386,12,4870,1123
315688,42705366,3,6132,191,3,7466,548
315691,42705401,16,22704,2478,16,3994,900
315693,42705407,20,17890,1301,20,1470,550
315697,42705415,16,6151,831,16,12608,1621
315703,42705433,11,3363,572,11,3764,936
315705,42705442,16,3895,785,16,7134,902
315721,42706305,19,450,223,19,855,425
315738,42706424,9,5408,685,9,8534,1194
315750,42706474,7,424,149,7,8919,989
315775,42707407,16,2247,449,16,24815,2470
315792,42707441,14,588,246,14,3758,660
315795,42707447,13,507,283,13,3343,1062
315800,42707473,15,3806,542,15,1087,431
315803,42707484,13,11715,773,13,3325,879
315828,42708374,12,854,296,12,23197,1767
315829,42708378,14,15905,1282,14,1124,611
315830,42708379,14,1908,469,14,33219,2512
315867,42708494,10,7123,1097,10,1426,447
315879,42709365,17,15129,1236,17,7572,1067
315903,42709440,13,1081,273,13,21991,2378
315906,42709448,12,2354,592,12,3618,859
315919,42710309,12,1057,318,12,23747,2311
315921,42710328,8,15157,1325,8,1290,163
315936,42710406,16,19028,2119,16,1741,744
315937,42710408,15,2244,587,15,23213,2104
315945,42710430,10,4760,679,10,2393,806
315961,42710482,13,3497,655,13,783,512
315981,42711371,7,6527,1044,7,4987,637
316001,42711440,16,5513,817,16,674,319
316024,42712353,14,473,243,14,2688,702
316028,42712370,10,882,342,10,8969,1148
316030,42712402,12,8157,1181,12,994,499
316044,42712443,9,7098,1272,9,1098,771
316048,42712468,18,674,347,18,1483,520
316053,42712478,17,8792,1158,17,9133,1512
316055,42712483,18,4887,796,18,472,412
316092,42713429,10,421,193,10,1225,583
316099,42713464,12,8197,582,12,3829,850
316100,42713468,15,17047,1925,15,18121,1434
316109,42713501,18,8098,851,18,2309,729
316113,42714309,12,648,297,12,19815,770
316119,42714357,9,785,353,9,5411,1031
316133,42714410,6,5196,577,6,5894,1426
316148,42714448,10,15227,1831,10,2616,558
316168,42715353,20,2776,552,20,5336,1123
316175,42715410,7,7316,828,7,2630,1198
316195,42715473,16,575,244,16,9554,1418
316204,42715505,18,2909,530,18,20221,1970
316223,42716402,9,1068,284,9,16901,952
316240,42716429,19,3794,454,19,23816,1518
316253,42716488,6,928,128,6,519,425
316266,42717357,11,475,118,11,8137,1864
316272,42717378,10,1819,458,10,9155,702
316285,42717424,10,745,236,10,8490,1196
316289,42717431,8,22115,3422,8,6608,463
316303,42717496,12,4987,645,12,892,413
316315,42718330,13,6250,715,13,2725,1088
316320,42718353,6,3326,397,6,17625,1187
316373,42719410,12,8395,1025,12,1356,597
316375,42719417,4,1179,147,4,26099,2682
316391,42719471,6,1493,171,6,17256,801
316396,42719482,9,8556,635,9,5812,458
316398,42719491,10,204,120,10,986,534
316408,42720349,14,12305,1505,14,4141,720
316409,42720365,13,321,112,13,645,539
316439,42720483,10,5992,604,10,1242,453
316449,42721313,7,136,128,7,841,440
316459,42721368,7,2792,482,7,618,405
316478,42721440,8,1539,703,8,26959,2304
316483,42721455,10,3947,755,10,31103,1043
316488,42721476,16,455,299,16,4962,1137
316489,42721478,15,9784,1103,15,2629,871
316495,42721504,17,1846,573,17,4733,913
316526,42722448,11,7732,1438,11,3252,1248
316544,42723329,9,11439,1091,9,3631,1287
316549,42723353,7,2223,621,7,22906,1658
316550,42723357,10,14233,1475,10,4232,1166
316558,42723379,24,1441,375,24,18538,1862
316564,42723413,11,452,239,11,10362,1336
316566,42723417,19,13867,1336,19,3713,967
316567,42723420,21,879,367,21,1386,678
316569,42723424,5,15573,1158,5,3237,812
316573,42723430,10,5459,752,10,1676,668
316581,42723468,13,1202,567,13,17503,1676
316598,42724328,9,3613,795,9,596,448
316600,42724330,14,6617,1050,14,857,418
316622,42724418,11,10336,835,11,923,555
316629,42724430,9,8509,741,9,5696,1474
316631,42724440,10,13641,708,10,2850,630
316651,42725357,14,792,279,14,14867,1993
316654,42725370,10,1312,215,10,15707,1940
316655,42725371,10,927,356,10,2308,637
316662,42725407,10,776,434,10,8303,819
316670,42725421,11,247,246,11,585,395
316677,42725474,8,10985,855,8,1805,238
316689,42725506,18,15366,1340,18,2994,809
316697,42726332,13,15832,1494,13,18122,1618
316730,42726502,12,1178,402,12,24971,1495
316752,42727417,15,2892,600,15,18391,1141
316756,42727426,13,15962,1468,13,1138,262
316769,42727471,11,639,263,11,3505,1208
316772,42727477,8,361,239,8,416,315
316782,42728305,11,9684,728,11,1284,409
316792,42728401,10,337,245,10,357,96
316793,42728402,14,745,375,14,17824,1924
316794,42728404,13,666,286,13,559,373
316796,42728407,13,1424,415,13,18042,2088
316833,42729336,12,6969,1144,12,1227,392
316836,42729353,19,1815,447,19,22104,1357
316842,42729379,25,1305,480,25,24553,1695
316852,42729416,15,356,242,15,1093,608
316853,42729417,13,10159,697,13,1499,690
316874,42729488,15,1985,386,15,19347,1943
316876,42729497,17,899,322,17,16949,1963
316891,42730353,10,589,258,10,1100,528
316899,42730400,11,205,122,11,693,439
316905,42730408,11,6374,808,11,652,318
316933,42731302,15,393,198,15,1389,602
316937,42731312,5,669,77,5,5582,914
316941,42731326,20,4668,789,20,1257,664
316943,42731337,11,692,323,11,5703,1600
316944,42731339,10,1783,365,10,1026,388
316945,42731340,7,6786,559,7,843,415
316963,42731390,11,5166,434,11,703,470
316975,42731465,9,231,172,9,337,273
316979,42731489,17,14933,1605,17,1042,470
316986,42732310,14,3845,666,14,34789,3269
317003,42732355,11,13737,1324,11,2770,804
317017,42732393,12,3481,524,12,3543,553
317018,42732395,12,2397,453,12,26069,1208
317068,42733389,7,18700,562,7,2077,877
317098,42734353,7,204,113,7,506,170
317106,42734406,8,1073,117,8,25880,3703
317136,42735301,8,10895,1222,8,9095,1030
317143,42735336,21,17825,1325,21,2811,713
317145,42735349,12,12919,669,12,1189,575
317148,42735366,12,8331,842,12,5128,1168
317157,42735404,19,4030,530,19,9680,1262
317170,42735431,13,8512,1037,13,737,384
317183,42735478,16,3714,730,16,887,582
317203,42736353,13,9420,839,13,1563,547
317217,42736411,11,2530,426,11,7990,1515
317226,42736430,13,322,270,13,8575,1782
317232,42736443,14,1846,285,14,3813,872
317254,42736505,14,18125,1104,14,2028,603
317267,42737350,19,15279,848,19,2411,957
317273,42737379,6,16744,1626,6,5198,619
317276,42737403,7,1485,167,7,9450,1337
317282,42737416,10,211,134,10,1082,741
317289,42737436,8,1741,279,8,20787,2543
317300,42737491,22,16716,1571,22,3757,737
317313,42738319,12,5813,768,12,925,537
317316,42738327,8,766,154,8,4591,3644
317327,42738382,14,3081,536,14,17283,1979
317356,42739309,17,16438,1281,17,3589,900
317365,42739366,10,174,139,10,428,269
317368,42739400,17,16004,1533,17,3053,907
317373,42739413,11,1069,276,11,1350,655
317386,42739435,18,840,284,18,14037,1470
317421,42740412,14,10606,2078,14,4161,1487
317443,42740491,17,10516,1486,17,6439,1023
317449,42740505,16,581,306,16,1528,619
317454,42741331,11,16876,1358,11,7341,1648
317459,42741369,8,4447,351,8,472,263
317506,42742371,14,754,283,14,345,187
317518,42742425,18,1394,375,18,18401,2133
317523,42742432,14,10842,1904,14,3445,842
317524,42742434,12,2778,282,12,1734,411
317538,42742477,11,1397,199,11,19538,830
317554,42743325,11,9674,1290,11,3475,913
317556,42743341,9,729,221,9,4530,961
317572,42743382,13,6800,820,13,797,440
317583,42743451,19,315,190,19,905,496
317588,42743466,14,312,185,14,646,511
317596,42744303,19,230,161,19,1483,747
317608,42744337,12,2000,404,12,31283,3087
317615,42744360,17,8609,987,17,897,544
317621,42744382,13,248,230,13,1858,608
317635,42744466,18,4513,435,18,20132,1356
317639,42744486,9,2579,331,9,28201,2763
317644,42744509,3,1998,91,3,5399,1129
317649,42745327,17,812,324,17,24939,2796
317662,42745372,11,13667,952,11,5019,677
317665,42745380,15,14946,1792,15,1885,936
317666,42745383,14,7707,679,14,1284,464
317667,42745387,15,2764,538,15,35806,3114
317697,42746318,13,2842,534,13,1658,861
317772,42747451,13,1670,620,13,25734,2658
317789,42748325,8,14883,1312,8,4575,1059
317831,42748507,13,450,164,13,331,215
317844,42749378,15,603,265,15,1511,570
317854,42749422,13,12760,1234,13,3678,1027
317859,42749428,17,17739,1603,17,2014,635
317888,42750311,20,12365,1198,20,3536,795
317893,42750323,11,2456,633,11,24608,3810
317915,42750383,12,7818,798,12,815,318
317947,42751328,13,532,314,13,605,316
317958,42751417,8,6245,789,8,4667,586
317959,42751423,15,225,162,15,1117,561
317962,42751432,30,267,156,30,356,235
317966,42751448,15,333,204,15,3495,608
317976,42751506,14,602,276,14,2245,580
317982,42752312,16,1520,368,16,20722,949
317988,42752340,17,185,95,17,472,323
318008,42752396,6,573,207,6,6083,594
318011,42752439,19,1302,498,19,20175,2455
318036,42753351,15,14001,1288,15,1102,480
318053,42753449,15,1384,270,15,7163,1792
318059,42753470,6,14494,891,6,7193,2167
318062,42753486,13,202,193,13,555,383
318066,42754304,3,7400,741,3,3343,323
318068,42754312,14,1334,447,14,19014,3972
318079,42754344,13,766,340,13,17526,1483
318080,42754346,11,23583,2623,11,4652,478
318097,42754438,10,2717,494,10,26180,1428
318105,42754459,20,565,306,20,19624,1306
318106,42754460,27,441,268,27,14704,1786
318108,42754463,9,3859,591,9,1141,771
318112,42754486,17,1688,450,17,452,371
318140,42755435,12,12006,1033,12,1313,494
318148,42755461,9,1382,259,9,1288,446
318155,42755496,19,571,377,19,452,302
318156,42755505,8,7734,1267,8,15087,918
318212,42757304,13,7023,810,13,9223,1500
318213,42757306,15,9993,1115,15,5727,1000
318224,42757337,12,10022,995,12,757,436
318247,42757451,6,1995,558,6,12625,683
318250,42757459,15,193,172,15,699,415
318251,42757463,16,517,252,16,12685,1277
318256,42757492,8,211,117,8,4667,1361
318258,42757503,14,16476,948,14,2125,668
318262,42758345,6,1814,604,6,8426,831
318264,42758366,11,649,254,11,764,458
318270,42758409,9,1710,435,9,19439,2253
318273,42758420,20,527,272,20,357,217
318277,42758430,13,1266,354,13,2369,729
318279,42758436,13,2315,411,13,18748,1948
318285,42758497,10,14922,1559,10,1410,543
318301,42759343,4,9203,996,4,1977,1344
318320,42759444,7,1265,258,7,15625,1220
318326,42759466,11,4728,683,11,22194,967
318341,42760314,12,1872,474,12,23570,1817
318347,42760337,7,385,143,7,4575,1134
318360,42760397,13,1151,338,13,25614,1744
318361,42760399,9,604,153,9,7030,1135
318363,42760444,10,357,113,10,3167,1114
318367,42760459,10,6142,842,10,16040,2328
318383,42761318,13,944,206,13,8140,1394
318393,42761344,6,9124,1034,6,8402,1361
318406,42761398,19,12613,1454,19,1791,552
318412,42761452,13,5791,646,13,599,363
318416,42761465,12,18213,2037,12,8899,1272
318427,42762322,11,10834,1055,11,983,445
318447,42762435,12,11635,1246,12,1711,470
318462,42762499,9,14430,1241,9,5941,823
318470,42763314,16,1007,264,16,18828,2948
318481,42763342,11,1461,527,11,21612,2176
318501,42763398,20,13327,1406,20,6263,1187
318516,42764306,13,3190,616,13,6177,1279
318520,42764320,9,11208,1584,9,1308,280
318527,42764343,16,7728,863,16,6064,1320
318528,42764346,18,9619,955,18,11670,1388
318529,42764354,11,647,226,11,3355,713
318558,42764487,10,654,344,10,9199,1463
318570,42765350,11,9529,1115,11,1069,450
318575,42765379,10,1489,143,10,589,354
318580,42765411,9,278,178,9,6717,1031
318583,42765418,15,453,182,15,625,488
318590,42765430,12,290,237,12,1104,595
318611,42766303,15,2826,456,15,37108,3098
318612,42766304,9,3704,584,9,5218,862
318645,42766394,13,604,220,13,16802,1546
318656,42766467,10,11256,1109,10,1832,723
318660,42766507,13,12114,1066,13,1636,488
318708,42768301,7,440,292,7,360,323
318710,42768309,19,2055,484,19,32392,2626
318730,42768417,14,8666,1085,14,2924,745
318731,42768418,8,24849,2059,8,4365,330
318732,42768420,13,337,230,13,298,266
318735,42768428,12,722,339,12,9368,1335
318754,42768501,11,1238,311,11,16245,2191
318757,42768508,17,421,221,17,5460,1100
318763,42769312,17,568,331,17,7769,1584
318769,42769339,21,589,305,21,931,540
318796,42769469,14,1321,377,14,553,302
318818,42770371,14,230,132,14,360,147
318831,42770426,12,2723,886,12,912,379
318863,42771352,11,316,160,11,4041,878
318889,42771446,12,2502,471,12,601,415
318904,42771505,7,4414,507,7,1334,280
318916,42772350,13,3251,495,13,31735,3342
318922,42772406,11,16881,1398,11,2044,637
318939,42772478,15,4522,510,15,11934,1450
318941,42772482,23,1755,342,23,25284,1733
318960,42773374,18,15473,1120,18,11576,1474
318979,42773473,19,3477,607,19,35610,3525
318992,42774305,9,15580,1134,9,3521,987
318997,42774369,17,3333,718,17,1091,569
319001,42774404,6,371,267,6,1685,397
319004,42774408,16,7384,839,16,1109,502
319022,42774442,5,426,274,5,828,217
319033,42774476,10,1549,494,10,17479,4213
319042,42775309,8,920,382,8,17261,3069
319060,42775401,14,20529,1187,14,2043,1009
319069,42775423,18,1649,359,18,40503,3204
319077,42775446,13,4017,705,13,23577,1702
319089,42775501,19,11076,1029,19,1094,502
319094,42777303,15,292,142,15,2743,1104
319098,42777312,11,10591,1639,11,2025,650
319101,42777323,8,15807,1944,8,2748,681
319102,42777325,10,14711,1119,10,6399,1196
319112,42777359,31,288,168,31,467,333
319141,42778329,8,1426,316,8,502,372
319147,42778368,12,12353,930,12,2552,811
319155,42778416,12,17097,1092,12,3384,693
319162,42778428,13,1076,388,13,14762,1957
319177,42778493,15,15496,1159,15,8173,1460
319181,42778504,19,16210,1717,19,1530,593
319197,42779405,13,4017,621,13,965,325
319199,42779417,18,5963,503,18,19768,2547
319210,42779443,17,1936,725,17,13517,2234
319211,42779446,9,169,112,9,260,222
319214,42779457,13,20262,1769,13,1656,746
319233,42780357,24,584,353,24,5512,1293
319245,42780424,12,417,218,12,3634,766
319285,42781409,18,2620,370,18,31612,3032
319286,42781412,10,1138,397,10,3383,1102
319304,42781478,18,14499,1272,18,3727,761
319309,42781510,9,18632,1405,9,2001,392
319316,42782352,13,531,274,13,14647,1251
319335,42782435,4,252,227,4,359,371
319336,42782441,8,7984,1455,8,4741,1584
319340,42782455,15,16737,1169,15,1395,624
319358,42783322,13,674,298,13,17465,1658
319360,42783330,7,14508,1049,7,3891,422
319363,42783347,24,11640,1211,24,2045,660
319364,42783349,12,709,386,12,821,285
319380,42783413,17,861,331,17,1056,377
319389,42783433,9,410,228,9,2528,959
319390,42783435,13,19716,1348,13,9194,1039
319393,42783442,11,408,364,11,1241,760
319432,42784343,4,15382,652,4,1740,139
319440,42784382,5,12946,820,5,7564,1597
319456,42784469,21,17662,1416,21,4944,931
319461,42784489,15,399,225,15,3367,733
319475,42785371,14,2444,683,14,32099,2006
319477,42785378,20,10409,992,20,2037,766
319497,42785457,16,15297,1638,16,5607,994
319504,42785497,9,1230,384,9,28812,2275
319516,42786324,14,1633,474,14,24327,2578
319517,42786326,14,173,99,14,1212,540
319525,42786362,9,7713,1059,9,982,700
319527,42786372,13,1497,273,13,22332,1515
319530,42786383,16,10610,1212,16,3056,1235
319537,42786444,15,4074,790,15,704,424
319541,42786460,11,411,253,11,2847,699
319555,42788336,14,2887,664,14,28764,2840
319570,42788407,15,11797,1057,15,806,374
319576,42788423,9,348,269,9,2420,772
319579,42788432,12,2255,475,12,26018,2410
319594,42789300,12,426,116,12,15465,712
319600,42789314,12,2629,799,12,10887,1638
319617,42789362,11,14362,975,11,1335,347
319618,42789375,13,346,218,13,1529,700
319629,42789398,11,12773,725,11,5708,752
319635,42789467,14,413,239,14,429,194
319640,42789487,12,6530,512,12,10724,1214
319653,42790314,13,12236,1716,13,3228,818
319661,42790351,17,539,164,17,19244,1812
319671,42790381,20,1773,419,20,23225,2301
319674,42790387,11,17022,1018,11,6952,904
319678,42790394,25,866,379,25,3049,1138
319687,42790460,12,8025,1067,12,1414,639
319693,42790485,13,812,328,13,3738,1167
319705,42791349,16,18711,2632,16,6203,959
319715,42791379,13,6834,1018,13,1705,739
319724,42791421,6,10067,275,6,1329,994
319744,42791501,7,3304,277,7,12907,658
319745,42791502,15,1555,453,15,22291,2587
319759,42792325,19,1303,382,19,16437,1696
319764,42792342,23,305,213,23,445,345
319768,42792359,8,2384,540,8,39395,1551
319785,42792437,13,2106,470,13,1079,659
319786,42792439,7,183,131,7,180,138
319795,42792472,8,6987,774,8,1726,293
319797,42792507,9,18390,1443,9,5674,958
319818,42793420,6,2427,131,6,24661,738
319821,42793426,21,3514,706,21,579,360
319841,42793501,12,15612,966,12,1547,484
319846,42794321,14,9539,1154,14,1873,475
319850,42794332,8,251,100,8,352,164
319858,42794378,14,145,113,14,350,217
319861,42794404,7,1725,346,7,4713,276
319873,42794440,15,9314,791,15,18393,1721
319876,42794446,9,240,116,9,434,228
319881,42794476,10,1165,252,10,642,373
319891,42794498,12,4068,697,12,2306,777
319903,42795335,13,7078,808,13,20194,1497
319905,42795340,9,3199,286,9,564,334
319910,42795360,19,10814,699,19,23403,1933
319922,42795389,13,1106,565,13,14123,1541
319937,42796370,25,7993,797,25,24063,2069
319939,42796401,14,3421,753,14,20123,1776
319944,42796413,15,9558,969,15,967,367
319948,42796424,17,8504,394,17,1511,721
319960,42796455,14,11698,1107,14,1154,627
319975,42796502,15,9478,1050,15,1974,602
319983,42797330,16,551,257,16,2489,1001
319995,42797369,7,1044,508,7,1236,213
320003,42797420,18,7011,886,18,4043,1277
320012,42797445,13,9885,1197,13,1630,619
320028,42797510,11,5222,1099,11,982,395
320058,42798425,15,2251,498,15,18499,1438
320069,42798491,20,1335,430,20,25193,1850
320071,42798496,22,4670,892,22,815,401
320081,42799349,9,1940,525,9,25912,2821
320083,42799357,13,4220,834,13,1506,660
320098,42799419,15,677,240,15,2078,1014
320183,42801332,12,517,183,12,662,365
320187,42801352,14,294,217,14,1377,432
320188,42801353,10,19644,1401,10,6949,1261
320206,42801426,8,15039,1027,8,18409,771
320238,42802370,15,19178,1945,15,1826,947
320248,42802417,10,12721,1024,10,1194,428
320254,42802428,11,8732,745,11,14089,1660
320272,42802491,17,4866,912,17,375,320
320277,42802502,15,2233,623,15,24197,2822
320279,42802506,16,1444,464,16,13631,1811
320280,42802508,6,288,161,6,464,328
320292,42803326,20,9080,981,20,30894,2457
320314,42803391,15,651,344,15,15388,1871
320351,42804379,12,13734,779,12,1683,511
320354,42804409,13,345,199,13,1066,719
320379,42804478,16,1675,461,16,21394,1935
320387,42804506,5,4368,244,5,1096,980
320391,42806330,15,13868,1575,15,1500,659
320394,42806349,8,1756,474,8,30822,1511
320406,42806412,11,316,142,11,1821,565
320411,42806422,6,906,432,6,22381,656
320418,42806443,9,1675,308,9,11295,1533
320423,42806474,13,970,464,13,12122,1529
320425,42806479,18,20487,2381,18,4557,1074
320432,42807310,13,16294,930,13,1883,575
320442,42807337,14,10187,872,14,2512,573
320445,42807344,12,16289,1558,12,10415,1800
320457,42807381,8,398,247,8,1736,303
320458,42807382,11,7163,1324,11,5124,1334
320485,42808313,11,1597,424,11,31662,2649
320489,42808332,6,11730,1052,6,1222,288
320500,42808401,18,366,205,18,2181,610
320502,42808406,6,22522,911,6,4232,603
320513,42808428,15,9071,1207,15,3549,955
320516,42808434,23,9591,632,23,1133,550
320517,42808436,12,668,215,12,20908,3056
320526,42808471,11,869,252,11,20291,1676
320555,42809361,17,11603,1135,17,8126,1027
320572,42809454,26,854,270,26,17357,1626
320588,42810329,6,6599,595,6,5357,361
320623,43600307,16,955,350,16,904,386
320635,43600339,9,5562,376,9,16780,1530
320649,43600389,8,744,280,8,3427,899
320656,43600449,15,484,250,15,7322,1056
320675,43601329,17,8212,706,17,1242,540
320718,43602318,13,217,176,13,534,260
320721,43602324,17,18943,837,17,4360,1056
320735,43602385,5,2358,703,5,22206,1401
320748,43602459,12,4398,1012,12,1611,388
320752,43602466,14,4137,653,14,1316,477
320754,43602470,15,3551,639,15,19633,1684
320758,43602489,7,15687,1133,7,20032,1406
320774,43603315,13,660,206,13,9010,1028
320779,43603335,17,2757,473,17,2332,717
320794,43603389,9,388,140,9,2510,967
320803,43603460,16,6160,794,16,1918,684
320818,43604330,13,3759,478,13,2833,988
320843,43604432,16,730,290,16,17195,2588
320844,43604433,9,705,272,9,17304,2044
320846,43604440,9,4490,788,9,21268,3180
320855,43604483,15,736,270,15,709,372
320857,43604491,13,15165,2334,13,1731,729
320858,43604494,15,3456,366,15,13384,1856
320897,43605493,13,2644,504,13,3980,885
320900,43605501,13,1545,511,13,17735,1585
320906,43606322,15,7381,648,15,1589,645
320908,43606331,16,588,282,16,613,279
320909,43606332,12,1168,311,12,15208,2259
320921,43606401,13,10749,1328,13,1667,600
320923,43606403,11,559,187,11,310,263
320926,43606408,9,2440,528,9,1229,613
320928,43606410,4,740,123,4,18062,2554
320936,43606424,6,758,710,6,1958,635
320939,43606433,12,2893,560,12,2189,565
320942,43606448,16,1288,380,16,21889,2068
320946,43606464,14,1790,640,14,25572,5118
320949,43606476,19,2860,602,19,934,453
320978,43607420,12,18051,1461,12,3963,1103
320987,43607435,11,532,223,11,2246,708
320993,43607473,12,5235,748,12,19629,1526
320999,43607496,20,15592,1465,20,2893,877
321005,43608352,13,363,244,13,575,417
321007,43608357,13,9888,755,13,1560,477
321010,43608374,9,1922,513,9,4413,1362
321012,43608379,19,541,217,19,1041,436
321048,43609307,10,4881,854,10,21417,1375
321072,43609393,14,255,74,14,853,305
321078,43609444,12,8655,751,12,1157,604
321087,43609466,16,2484,531,16,35473,3175
321149,43611311,19,1211,327,19,23796,2653
321162,43611358,15,849,223,15,16824,2267
321168,43611375,7,6946,706,7,1148,341
321195,43611490,9,316,279,9,1292,436
321201,43612304,18,449,294,18,1179,697
321209,43612327,12,6185,957,12,5188,808
321211,43612335,17,15835,854,17,5305,865
321212,43612339,10,11723,1229,10,2109,695
321216,43612358,14,16761,1045,14,6555,1626
321245,43614330,13,13063,1886,13,2100,596
321258,43614408,16,5812,1462,16,4097,1426
321276,43614447,15,1320,477,15,5830,1330
321279,43614473,12,574,218,12,17115,1762
321282,43614477,28,250,190,28,637,444
321291,43615353,16,4625,567,16,14144,2484
321293,43615365,9,374,194,9,1373,809
321305,43615414,9,492,282,9,2911,361
321324,43615496,10,5666,822,10,2281,880
321337,43616346,11,347,290,11,597,380
321353,43616444,13,13052,1514,13,1397,628
321360,43616462,11,427,247,11,7287,1235
321369,43617309,18,561,341,18,15383,2135
321370,43617316,15,3604,534,15,4988,1870
321372,43617328,8,879,569,8,7959,772
321386,43617406,8,764,205,8,12295,1148
321397,43617428,16,2172,386,16,25803,3488
321401,43617440,18,18946,1280,18,4665,878
321405,43617461,15,7452,739,15,11093,1750
321433,43618401,13,10168,1226,13,1924,675
321445,43618430,10,7299,982,10,7947,983
321456,43618477,18,2188,441,18,667,522
321459,43618483,13,17979,1995,13,2256,651
321470,43619311,10,5222,724,10,1406,402
321479,43619327,13,18627,1717,13,3585,891
321487,43619355,12,2627,775,12,6333,708
321492,43619361,18,552,360,18,13410,2035
321494,43619372,10,8309,1082,10,832,583
321507,43619451,19,389,261,19,1260,478
321508,43619454,15,10388,1052,15,1436,558
321526,43620352,7,6414,543,7,926,321
321541,43620417,14,18175,1547,14,3063,624
321542,43620421,17,19235,2504,17,3435,907
321545,43620424,7,16786,2258,7,792,400
321568,43620499,8,2161,649,8,33996,1569
321578,43621332,17,15184,1702,17,2651,843
321580,43621350,10,5669,888,10,29141,5205
321581,43621352,12,575,311,12,1948,747
321598,43621427,18,1816,492,18,18008,1958
321610,43621464,15,16913,2618,15,4475,673
321622,43622305,10,938,327,10,644,336
321634,43622371,20,14341,1430,20,19651,2754
321644,43622418,7,319,164,7,277,170
321654,43622435,13,1681,358,13,23402,1835
321658,43622457,21,820,194,21,443,290
321667,43622483,14,1177,452,14,20673,1928
321674,43623301,14,4398,568,14,31487,2961
321681,43623329,9,246,128,9,9437,1097
321687,43623369,12,1479,278,12,21702,2142
321688,43623371,15,14406,834,15,5911,971
321701,43623420,17,6790,867,17,21117,1587
321727,43624321,5,1147,507,5,3111,789
321736,43624357,10,11888,1336,10,946,416
321737,43624365,11,970,278,11,18346,1692
321756,43624429,16,10963,767,16,1948,788
321763,43624448,12,10445,757,12,7297,1765
321766,43624471,31,1146,382,31,9143,1036
321768,43624474,14,499,239,14,4613,1114
321782,43625336,13,443,84,13,1272,573
321796,43625412,13,478,266,13,6026,1093
321797,43625416,9,7753,1020,9,987,534
321814,43625481,7,3899,613,7,713,429
321818,43625491,9,781,370,9,22273,1680
321838,43626378,10,14389,1886,10,14592,1985
321860,43626477,13,12744,860,13,2543,619
321874,43627329,10,10069,1076,10,8465,675
321875,43627332,10,126,104,10,524,383
321882,43627365,10,7866,751,10,22549,991
321894,43627427,12,7932,677,12,1116,331
321900,43627448,14,13569,1763,14,2957,753
321903,43627479,14,11798,1014,14,23327,2681
321905,43627482,17,22054,1236,17,2364,593
321939,43628391,12,5058,711,12,841,503
321951,43628466,9,527,213,9,5481,1270
321960,43629318,13,1788,308,13,22714,1573
321970,43629355,13,19979,1372,13,7434,786
322016,43630400,18,12365,1362,18,824,392
322026,43630424,18,294,190,18,403,358
322040,43630481,10,8741,1145,10,1265,624
322084,43631465,8,6576,1132,8,1725,286
322087,43631469,13,2981,688,13,1259,531
322101,43632342,10,5545,272,10,700,459
322105,43632356,7,1047,132,7,5738,1212
322109,43632380,14,987,414,14,13666,1645
322116,43632397,5,18265,515,5,1958,878
322126,43632485,10,5542,743,10,13955,767
322144,43633379,8,11521,1513,8,1204,444
322154,43633419,14,7405,930,14,1800,735
322156,43633422,10,2408,629,10,27035,1660
322178,43634301,18,16519,1317,18,1528,679
322179,43634305,14,10381,508,14,2123,714
322203,43634431,6,503,235,6,1177,88
322205,43634433,7,2752,845,7,360,322
322214,43634455,3,4835,458,3,1627,470
322224,43634491,13,12401,1075,13,1496,605
322231,43635336,10,589,257,10,1652,516
322233,43635352,18,8543,1236,18,1084,548
322240,43635406,6,5748,1144,6,1962,944
322241,43635407,12,4701,743,12,1744,888
322244,43635411,19,10642,1594,19,814,484
322255,43635429,15,1415,388,15,486,332
322267,43635461,10,11196,1234,10,1811,739
322285,43636378,16,3201,516,16,619,368
322286,43636402,7,18769,1910,7,1122,242
322293,43636420,19,537,284,19,3311,877
322297,43636430,9,14330,1066,9,2933,807
322304,43636455,9,1610,332,9,22168,2377
322310,43636484,9,1197,484,9,11957,892
322318,43637313,17,19507,2338,17,4852,980
322328,43637406,12,12791,950,12,11641,1486
322336,43637425,19,11116,1307,19,5608,767
322347,43637447,19,8214,1011,19,970,441
322354,43637478,13,1088,387,13,29971,2914
322358,43637499,18,10135,1246,18,985,394
322363,43638302,15,2586,373,15,450,270
322371,43638326,17,2858,285,17,18901,1446
322379,43638354,13,1576,257,13,22093,2671
322380,43638356,14,3614,764,14,556,484
322387,43638380,13,814,287,13,16380,1947
322428,43639412,12,18361,1693,12,9191,914
322436,43639427,12,1171,517,12,13556,1972
322440,43639432,8,137,110,8,1103,412
322448,43639464,10,325,212,10,553,366
322467,43640403,8,543,272,8,10149,977
322470,43640411,16,1198,416,16,26724,2654
322487,43640461,10,12576,1738,10,2460,1042
322489,43640468,16,259,175,16,526,324
322501,43641330,16,812,281,16,21047,2418
322514,43641401,12,429,311,12,360,184
322539,43641464,10,6892,1087,10,1424,832
322552,43642328,4,5336,199,4,2234,739
322553,43642349,6,598,189,6,5112,576
322556,43642369,7,8671,1330,7,1790,729
322565,43642409,8,274,138,8,518,320
322569,43642414,13,10974,822,13,1867,418
322588,43642476,8,13799,586,8,1232,425
322595,43642497,4,457,65,4,1290,299
322597,43642508,14,1165,238,14,11888,1654
322617,43643406,8,7405,1232,8,742,713
