,sample_id,grn_n,grn_mean,grn_sd,red_n,red_mean,red_sd
478797,59730301,20,14238,1788,20,2558,662
478798,59730305,14,4426,739,14,509,384
478816,59730411,11,18495,1425,11,15800,1571
478830,59730435,8,2360,407,8,26112,938
478839,59730468,13,412,205,13,3516,1158
478840,59730473,9,718,212,9,11148,712
478843,59730481,8,500,99,8,12314,1539
478845,59730488,13,7840,841,13,10856,1113
478850,59730506,13,11838,1838,13,4926,932
478854,59731307,10,790,245,10,15009,1839
478864,59731360,6,432,247,6,419,313
478869,59731377,17,5331,593,17,6937,1000
478870,59731381,13,11521,1208,13,1799,678
478873,59731389,18,7992,851,18,1530,575
478881,59731450,23,5034,697,23,3046,854
478883,59731452,19,199,111,19,398,333
478901,59732304,13,453,383,13,6396,697
478913,59732327,16,5992,1115,16,2420,840
478915,59732335,8,4179,529,8,724,538
478919,59732343,12,18697,1113,12,6877,757
478949,59733300,14,384,205,14,14027,1805
478956,59733319,8,508,312,8,3563,773
478978,59733439,19,14052,1340,19,1367,354
478989,59733495,16,447,271,16,1870,824
479004,59734403,23,6150,750,23,29150,2075
479013,59734422,16,4667,1038,16,3279,852
479015,59734431,15,16850,1204,15,3840,928
479026,59734477,7,7937,690,7,757,297
479031,59734497,8,14038,998,8,2457,517
479035,59734510,6,12186,862,6,2999,720
479043,59735345,14,2648,741,14,20654,2425
479046,59735365,13,21313,1305,13,5291,885
479049,59735369,13,442,221,13,8586,1602
479050,59735379,8,846,352,8,864,573
479065,59735431,15,5814,794,15,11806,1402
479076,59735488,23,4310,794,23,16851,2159
479087,59736349,14,688,224,14,3939,321
479089,59736357,11,1119,258,11,11841,1111
479090,59736365,12,20053,1340,12,3705,748
479103,59736412,17,559,162,17,4005,865
479125,59736488,12,1605,493,12,12393,1978
479132,59736504,8,18000,1760,8,4185,824
479139,59737345,10,997,325,10,17322,1047
479145,59737371,12,803,429,12,2457,841
479157,59737434,14,772,418,14,23938,2185
479158,59737435,13,6844,869,13,15435,2037
479175,59738303,15,16972,1378,15,5996,1123
479177,59738307,9,914,413,9,3840,459
479182,59738333,13,12370,1751,13,2057,757
479191,59738391,12,1110,176,12,557,354
479198,59738487,10,23836,791,10,6804,1328
479199,59738489,9,2366,711,9,18305,1249
479208,59739357,10,385,212,10,16902,3004
479209,59739369,10,6789,750,10,3749,669
479216,59739422,7,13388,1000,7,14983,1778
479217,59739423,10,287,182,10,1034,438
479219,59739430,11,20663,1659,11,2815,298
479243,59740301,11,1955,405,11,2295,1181
479249,59740349,8,16873,720,8,789,384
479254,59740378,15,2807,365,15,1205,299
479256,59740405,15,13100,933,15,18790,1678
479261,59740417,15,1404,346,15,21279,1685
479266,59740428,15,20595,1400,15,2101,428
479267,59740429,24,6545,913,24,1126,458
479270,59740433,14,7123,1045,14,7073,1134
479278,59740471,9,1410,238,9,2551,527
479326,59741436,12,14703,1426,12,2485,1002
479333,59741468,4,340,47,4,8215,339
479335,59741482,18,1308,301,18,25983,1869
479344,59741510,13,17783,1194,13,3366,568
479358,59742406,13,1740,386,13,31792,2615
479373,59742434,9,10913,983,9,19724,1810
479379,59742461,12,3177,708,12,15154,2197
479389,59743302,7,11530,1468,7,1452,642
479391,59743306,12,2023,552,12,3163,802
479396,59743314,14,571,289,14,728,330
479437,59743458,5,87,34,5,718,137
479439,59743463,18,1528,424,18,28235,2477
479442,59743472,8,268,242,8,372,286
479490,59745337,12,2647,616,12,39361,4054
479495,59745351,14,1327,371,14,14465,1459
479502,59745377,11,6170,476,11,2369,745
479515,59745437,11,17902,1944,11,2418,1028
479519,59745451,14,2290,416,14,28000,2090
479529,59745492,15,15341,1540,15,1874,569
479543,59746340,13,11498,479,13,2194,905
479559,59746454,9,3907,543,9,867,313
479560,59746456,12,19065,1471,12,6147,1231
479567,59746480,15,4434,882,15,12392,840
479570,59747306,11,6550,798,11,5456,1054
479578,59747323,14,5420,620,14,22718,2169
479587,59747358,11,736,276,11,25112,2573
479588,59747373,15,1003,320,15,16444,2242
479603,59747444,16,9171,863,16,1092,533
479607,59747456,16,787,393,16,9465,1838
479625,59748323,15,221,171,15,550,299
479627,59748325,9,840,208,9,1385,746
479630,59748338,14,12142,1232,14,5328,1519
479645,59748384,16,346,224,16,3500,738
479651,59748394,14,10709,1168,14,2924,861
479659,59748454,9,14034,1144,9,1919,670
479661,59748460,9,5984,637,9,1028,522
479666,59748467,14,1450,427,14,17969,1860
479704,59749434,19,1887,484,19,26604,1944
479705,59749441,18,18632,1621,18,5087,1011
479714,59749483,14,938,307,14,16406,1417
479715,59749484,6,16644,1129,6,4084,112
479723,59749505,8,3386,386,8,581,265
479751,59750392,15,14689,1278,15,1918,624
479753,59750437,12,18123,1516,12,5560,884
479771,59750507,11,22826,2071,11,3334,949
479774,59751313,13,762,340,13,5094,857
479798,59751412,13,1076,403,13,17370,2347
479819,59751479,18,1085,295,18,4164,1046
479824,59751504,15,9633,1120,15,12577,1458
479836,59752337,9,2447,439,9,2268,326
479847,59752361,12,373,258,12,3313,1244
479863,59752453,7,18213,832,7,1853,841
479871,59752490,7,211,45,7,720,522
479877,59753314,21,18647,1314,21,2209,805
479883,59753327,11,11231,986,11,6687,1159
479894,59753359,9,13571,1403,9,965,356
479901,59753385,7,11002,1152,7,3175,578
479907,59753392,15,1681,525,15,5323,798
479917,59753456,13,6740,527,13,889,529
479918,59753459,15,21144,1628,15,7803,1918
479921,59753470,15,20387,1860,15,1770,706
479928,59754302,11,666,267,11,10426,1366
479932,59754311,17,3084,527,17,25191,2418
479937,59754323,12,3263,614,12,29391,2160
479949,59754372,15,9130,927,15,1344,505
479950,59754373,14,1796,395,14,6804,1428
479962,59754449,11,17199,1429,11,4954,1175
479964,59754452,14,1505,356,14,28470,2896
480000,59755411,7,8133,731,7,1217,422
480004,59755416,15,11881,854,15,7585,1184
480006,59755418,5,381,188,5,82,50
480010,59755425,19,1304,479,19,25048,1904
480011,59755433,5,1445,329,5,28609,132
480032,59756302,5,1116,493,5,11329,146
480045,59756335,13,3635,534,13,21440,1913
480052,59756367,13,872,266,13,9120,1345
480053,59756372,19,5636,672,19,1204,463
480056,59756376,12,2394,426,12,19910,1231
480059,59756390,9,14541,798,9,11410,789
480062,59756397,14,584,373,14,25459,2042
480063,59756399,22,11724,1381,22,839,637
480081,59756507,19,360,229,19,431,316
480092,59757343,17,6953,921,17,647,403
480119,59758328,8,11042,994,8,1353,195
480122,59758345,9,9500,625,9,3432,400
480126,59758370,15,1170,442,15,23032,3056
480129,59758401,9,840,163,9,10919,1038
480135,59758416,11,4838,440,11,4799,650
480147,59758445,15,295,188,15,584,358
480165,59759304,13,8481,778,13,5442,926
480167,59759307,13,18250,1363,13,1859,755
480170,59759312,18,19399,1318,18,1274,562
480174,59759325,13,19232,1678,13,4868,1220
480178,59759343,6,2645,327,6,19643,2429
480190,59759377,6,4164,817,6,463,146
480198,59759396,7,1414,277,7,21746,3063
480201,59759444,15,17438,1715,15,3696,1068
480219,59760303,9,15214,1586,9,8137,1125
480222,59760314,9,8079,1058,9,982,463
480225,59760320,14,11267,1246,14,1601,605
480236,59760356,13,1215,401,13,20191,1782
480238,59760362,14,966,347,14,14325,2086
480242,59760377,18,3459,561,18,20487,1703
480247,59760387,8,4448,719,8,46664,738
480250,59760392,19,2414,419,19,11031,1584
480252,59760396,15,10896,1023,15,1889,655
480259,59760452,17,19149,1571,17,9840,1471
480270,59760500,20,20987,1477,20,4954,820
480293,59761373,19,7395,1035,19,8481,1304
480312,59762309,8,550,262,8,4064,566
480315,59762328,12,1594,389,12,29522,1587
480319,59762352,10,7732,941,10,3185,760
480320,59762368,16,1856,374,16,20473,2500
480324,59762402,13,16120,1086,13,1660,457
480327,59762407,4,1056,87,4,9612,1530
480336,59762429,9,7783,889,9,794,562
480351,59762497,12,22546,1994,12,9217,1280
480356,59763302,8,1205,416,8,12429,1675
480358,59763308,15,13061,1721,15,1820,876
480392,59763467,8,594,238,8,1487,899
480438,59764462,16,1855,361,16,20248,2740
480440,59764465,12,6934,757,12,728,422
480450,59765336,11,4788,729,11,1406,593
480453,59765350,18,5557,641,18,1335,585
480455,59765357,12,8702,841,12,1229,471
480458,59765370,14,12937,1138,14,1344,670
480467,59765417,12,811,350,12,27747,1179
480470,59765423,11,5844,1117,11,3396,1164
480476,59765443,19,4722,753,19,1890,565
480481,59765461,9,281,158,9,2059,777
480482,59765464,10,325,228,10,619,485
480484,59765478,18,12064,1328,18,2238,678
480506,59766334,15,1817,495,15,2693,722
480509,59766340,13,16383,876,13,18540,1228
480522,59766397,15,21396,1926,15,5267,984
480531,59766467,11,2491,656,11,24612,3368
480537,59767301,5,1419,200,5,20377,448
480539,59767321,12,2984,429,12,884,570
480540,59767328,7,5883,916,7,2471,1250
480567,59767461,12,12380,945,12,2461,1092
480578,59767494,10,9803,1183,10,30079,2357
480584,59768309,17,10991,972,17,1558,545
480590,59768366,14,523,260,14,494,203
480593,59768401,13,16799,1420,13,11773,1291
480603,59768417,10,3704,408,10,3700,962
480617,59768448,19,523,209,19,7837,1458
480625,59768478,8,70,65,8,531,233
480626,59768481,8,3302,811,8,436,322
480646,59769333,7,15640,1169,7,2631,1139
480653,59769354,4,2564,204,4,33141,3600
480663,59769387,17,979,377,17,6080,1226
480666,59769395,17,346,251,17,1493,719
480676,59769490,13,17810,1865,13,3163,857
480687,59770347,3,5660,1129,3,22255,2300
480689,59770364,13,550,315,13,432,223
480694,59770405,18,987,342,18,34336,2628
480696,59770407,14,891,347,14,14231,1579
480706,59770425,18,376,112,18,13069,1518
480710,59770431,16,1237,225,16,14023,1915
480721,59770471,8,764,48,8,14506,1339
480728,59770491,9,8145,933,9,4772,780
480762,59771425,13,4632,740,13,7854,1166
480795,59772352,13,1349,199,13,5714,1243
480799,59772366,11,454,208,11,1363,890
480801,59772369,10,10193,856,10,1426,711
480802,59772371,24,957,326,24,15706,1890
480810,59772420,14,2483,410,14,804,323
480822,59772461,7,646,252,7,932,307
480823,59772468,9,435,243,9,1210,415
480825,59772473,14,14006,1182,14,2101,866
480829,59772488,9,12759,1202,9,2248,820
480836,59772510,8,5731,302,8,1206,846
480845,59773347,6,2734,356,6,632,226
480856,59773417,21,425,225,21,2120,863
480860,59773429,12,11651,1295,12,1773,671
480861,59773431,15,696,279,15,13263,1446
480865,59773445,5,692,290,5,18959,468
480868,59773457,13,2074,271,13,28741,2519
480869,59773461,9,1735,439,9,16166,804
480873,59773484,10,21229,1129,10,4490,789
480912,59774461,12,383,151,12,545,305
480914,59774468,8,3890,901,8,4658,1932
480916,59774478,9,395,203,9,3848,1172
480941,59775378,20,18062,1549,20,10879,1651
480942,59775403,14,15327,1204,14,2442,629
480959,59775433,8,77,68,8,641,353
480968,59775481,10,18523,2165,10,4009,1059
480976,59777302,18,4705,319,18,34033,2732
480995,59777354,9,1426,288,9,32946,1903
481004,59777376,17,14747,1504,17,1621,562
481013,59777392,10,5441,897,10,602,448
481016,59777399,11,3472,424,11,26000,2809
481021,59777452,7,15167,1428,7,1123,528
481024,59777472,10,1375,787,10,32294,629
481044,59778371,15,299,144,15,5033,1050
481059,59778429,15,5122,736,15,1005,475
481063,59778435,7,1424,88,7,12069,2258
481064,59778443,23,6677,769,23,1795,577
481068,59778464,10,1005,248,10,24493,1545
481080,59779301,14,10742,775,14,2165,927
481082,59779322,10,1919,532,10,1941,662
481086,59779336,14,8354,1186,14,1377,676
481087,59779347,13,4907,900,13,525,248
481099,59779410,17,12151,804,17,1423,533
481100,59779411,8,19616,1064,8,4918,426
481101,59779414,12,20255,1834,12,4576,384
481103,59779418,10,5437,663,10,28888,1774
481110,59779433,14,674,429,14,14357,1253
481131,59780330,6,736,149,6,22914,2394
481134,59780349,17,4828,882,17,1698,708
481145,59780407,9,22836,1115,9,3700,958
481153,59780427,18,16697,1180,18,5330,1069
481178,59781353,12,21035,1082,12,3826,991
481182,59781368,14,705,356,14,21959,1875
481196,59781414,17,18933,1628,17,1521,669
481205,59781440,14,9286,1264,14,8056,1781
481206,59781441,16,1575,415,16,15992,1553
481215,59781471,10,328,212,10,665,343
481216,59781473,8,1590,435,8,545,304
481220,59781483,10,3004,411,10,33125,2777
481233,59782352,10,6738,926,10,1213,420
481246,59782414,12,781,385,12,9563,1124
481257,59782464,8,2933,700,8,2117,912
481272,59783347,12,3900,589,12,37973,3545
481283,59783409,16,417,308,16,807,546
481288,59783419,14,13388,1037,14,1641,249
481290,59783429,13,6120,808,13,677,231
481301,59783479,16,1970,326,16,18004,2504
481322,59784342,21,2246,391,21,19470,1875
481324,59784344,12,9363,1092,12,10201,962
481329,59784372,21,15066,1872,21,2672,611
481392,59785435,12,1152,146,12,20621,2148
481395,59785442,6,2275,147,6,21557,639
481397,59785455,10,3159,646,10,886,465
481401,59785473,13,1142,358,13,1995,653
481406,59785483,10,6842,1392,10,1058,517
481409,59785491,10,442,80,10,2851,588
481410,59785493,14,14538,1131,14,3157,710
481431,59786343,8,7528,635,8,3691,389
481436,59786360,15,8213,796,15,11509,1680
481445,59786391,8,4415,520,8,26881,2509
481449,59786437,12,513,217,12,5559,1169
481471,59787318,12,17258,1207,12,5772,1122
481477,59787340,12,8645,771,12,1511,721
481490,59787377,15,684,280,15,1491,782
481502,59787450,13,4503,716,13,7403,851
481513,59788313,15,18830,1336,15,1569,543
481545,59788432,9,5967,749,9,723,397
481548,59788436,9,7222,642,9,19206,1300
481558,59788497,10,1806,581,10,13988,4014
481575,59789327,9,1798,445,9,25488,1678
481598,59789388,6,8398,1175,6,3419,1353
481624,59789507,7,6741,336,7,930,594
481641,59790335,16,7500,625,16,1577,673
481643,59790338,10,3280,467,10,27211,1889
481648,59790346,11,3736,302,11,832,409
481671,59790450,11,13384,1503,11,1899,922
481673,59790452,11,16450,1010,11,2387,506
481679,59790466,13,11982,1417,13,23218,1544
481681,59790480,11,17053,1284,11,2971,509
481687,59791332,18,8599,1183,18,811,624
481699,59791420,8,13487,2068,8,7222,1132
481705,59791434,12,1277,433,12,1063,572
481716,59791488,11,2277,469,11,19970,1234
481731,59792335,15,4739,842,15,28036,2532
481763,59792480,14,3003,636,14,17901,1454
481767,59792507,18,1611,371,18,1599,733
481775,59793345,18,257,176,18,727,424
481786,59793403,13,16283,1207,13,2704,761
481799,59793429,8,2593,738,8,24529,2384
481801,59793432,4,21630,817,4,5323,251
481807,59793457,3,617,255,3,6812,723
481822,59793508,12,20900,2643,12,6758,1084
481829,59794347,8,4770,939,8,1133,781
481845,59794417,10,3509,865,10,696,501
481851,59794435,14,5043,591,14,19211,1969
481856,59794461,8,4247,604,8,31566,2981
481858,59794473,6,1807,452,6,31668,2575
481859,59794474,11,2274,617,11,1653,728
481875,59795320,5,806,259,5,16285,692
481876,59795323,32,302,257,32,510,370
481877,59795325,17,10290,1143,17,2402,555
481885,59795339,12,931,468,12,730,472
481900,59795389,11,1057,374,11,7765,1159
481905,59795399,16,677,282,16,18098,2000
481906,59795437,9,2081,153,9,27001,2053
481916,59795469,12,3653,499,12,529,366
481917,59795475,5,204,195,5,383,214
481956,59797443,19,4644,613,19,1374,803
481962,59797477,11,11787,1582,11,1873,818
481963,59797478,11,787,317,11,2309,373
481983,59798370,12,13576,973,12,4082,576
481984,59798371,19,338,138,19,842,591
481990,59798405,20,7652,939,20,2217,799
481991,59798407,12,479,374,12,1364,427
481992,59798409,14,1048,401,14,6479,1400
481993,59798410,14,12524,1115,14,4200,771
481994,59798414,17,3209,692,17,935,499
481995,59798415,13,350,273,13,850,734
482014,59798473,10,4186,376,10,1140,391
482017,59798488,7,13070,1462,7,8598,1007
482024,59799313,13,1473,280,13,17417,1888
482028,59799331,22,1602,454,22,25311,1951
482067,59799508,6,728,326,6,10650,303
482072,59800304,13,589,176,13,18604,2633
482077,59800314,16,25482,2060,16,2860,649
482087,59800354,11,13753,164,11,1216,251
482091,59800373,6,10100,851,6,836,303
482092,59800376,11,3138,744,11,2717,1041
482094,59800382,16,15843,1597,16,5191,779
482095,59800385,12,14333,878,12,1828,360
482103,59800449,12,10567,1205,12,1654,606
482114,59800489,5,288,134,5,6859,1544
482117,59801309,18,1968,391,18,15461,2419
482120,59801322,5,20884,1901,5,1839,636
482136,59801405,10,7815,1376,10,1037,463
482181,59802421,13,2870,721,13,32002,2934
482187,59802436,16,3445,579,16,2794,1043
482189,59802443,9,12536,1049,9,1812,478
482191,59802446,10,8918,661,10,9301,1619
482203,59802506,14,21827,1298,14,3438,571
482208,59803308,9,1347,260,9,26560,3433
482227,59803355,14,16316,1792,14,3043,654
482238,59803392,14,2241,265,14,15291,2437
482239,59803395,17,244,163,17,628,417
482248,59803456,11,3152,352,11,752,727
482254,59804301,11,565,205,11,7539,840
482272,59804415,9,2986,325,9,3379,1047
482285,59804447,16,1049,327,16,13615,1603
482289,59804471,13,16828,1450,13,2085,938
482290,59804476,15,1361,455,15,3602,1062
482300,59806322,7,2488,372,7,14331,2813
482303,59806336,17,1325,310,17,24614,2353
482306,59806352,15,813,425,15,24386,2399
482310,59806369,10,10399,991,10,9222,1136
482313,59806402,14,3146,509,14,31992,2672
482322,59806424,7,2010,487,7,17251,1500
482326,59806435,8,21156,2207,8,2882,607
482330,59806447,15,330,244,15,923,484
482332,59806457,7,644,301,7,7241,103
482335,59806471,7,16309,1443,7,3013,404
482340,59806498,19,350,221,19,894,517
482351,59807308,8,16035,644,8,17122,1455
482358,59807341,10,5152,565,10,23189,2309
482393,59808313,10,3539,302,10,30080,2764
482401,59808371,12,1315,429,12,26219,2932
482407,59808407,10,218,159,10,371,260
482416,59808431,7,794,382,7,9687,1837
482444,59809302,9,3525,263,9,1186,730
482447,59809317,11,4900,646,11,1290,497
482450,59809334,13,7310,995,13,651,425
482474,59809444,8,4785,333,8,26024,1935
482478,59809452,12,1079,246,12,22873,1504
482503,59810404,15,2087,572,15,10231,2115
482504,59810409,20,997,280,20,12677,1394
482509,59810420,16,7811,806,16,24649,2896
482516,59810447,15,15566,1565,15,1634,320
482520,59810473,2,10645,318,2,2460,1261
482525,59810484,13,208,125,13,998,468
482530,59810499,13,418,299,13,668,380
482534,60600302,10,4177,1127,10,8113,1585
482550,60600360,10,1521,454,10,18314,1883
482552,60600362,9,8580,982,9,3471,842
482554,60600372,12,2896,525,12,28324,2969
482565,60600393,19,1745,257,19,22946,2129
482575,60600480,9,717,165,9,18365,484
482580,60600492,15,633,319,15,1555,585
482612,60601420,15,11667,1357,15,1335,579
482614,60601429,13,3527,455,13,1632,641
482633,60601494,11,2953,437,11,26868,2069
482653,60602334,12,457,160,12,5377,732
482668,60602386,7,271,200,7,3221,908
482675,60602454,10,20578,1133,10,4545,1239
482695,60603333,14,1222,371,14,4747,1295
482708,60603367,17,856,566,17,1572,683
482709,60603372,16,4950,457,16,2400,936
482710,60603373,11,1153,439,11,12338,885
482711,60603375,14,8917,916,14,19538,2482
482717,60603391,10,1643,298,10,2655,605
482719,60603396,9,3406,312,9,619,381
482731,60603480,13,10032,1322,13,6023,1165
482746,60604365,19,1869,355,19,23410,1736
482747,60604368,9,197,135,9,632,489
482768,60604432,15,2366,557,15,465,298
482770,60604434,10,14983,1201,10,2903,671
482776,60604455,7,400,271,7,2137,352
482778,60604461,15,14886,937,15,4123,997
482780,60604471,24,868,394,24,639,541
482786,60604494,4,165,68,4,1218,845
482787,60604496,9,24454,1593,9,3924,678
482800,60605364,9,5933,637,9,1225,658
482803,60605370,8,4770,667,8,2986,294
482828,60605447,12,14393,1372,12,2806,1000
482846,60605510,10,1652,498,10,24564,1366
482874,60606445,17,9641,1387,17,2077,855
